Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,KURUM_AKD_SKOR,FinalSkorPlus,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,Analiz_Tarihi_str,Alis_Fiyati_AnalizGunu,Max_Getiri_%,Getiri_1Hafta_Sonu_%,Zirve_Kayip_%,Fiyat_EnYuksek_5Gun,Fiyat_EnDusuk_5Gun,Max_Getiri_5Gun_%,Gun_EnYuksek,Gun_EnDusuk,Max_Getiri_15Gun_%,Getiri_15Gun_Sonu_%,Zirve_Kayip_15Gun_%,Fiyat_EnYuksek_15Gun,Fiyat_EnDusuk_15Gun,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,Top_Grup,Top_Grup_15Gun
ALVES,2025-09-29,31.34,-50,0,4,0,32.2,32.64,-0.05,-0.02,0,43.55,20.11,-3220394.0,29.83,32.33,34.83,15.47,0,17.55,25.27,0,100,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,29.06,33.62,-7.0,-4.22,204089349,37.759037,2.1,"ATR Oranı düşük (4.85%) | ATR STOP: 29.06, TP: 33.62 | 1H:%-7.0 | 1A:%-4.22",1,7.28,0,0,0,0,0,-17.55,-25.27,-3220394.0,0,-15.47,2834591142.56,159641838.0,True,-0.01,0.02,False,0.0,3.0,1.0,False,0.03,0.2,2273735961.36,AKD nötr/negatif,16.0,0.53,124.67,17.76,-0.0,2025-09-29,31.34,-4.211869814932994,-6.445437141033822,2.3317788141239153,30.02,28.94,-4.211869814932994,1,3,-4.211869814932994,-7.849393746011489,3.7974683544303818,30.02,27.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ANELE,2025-09-29,18.4,-50,0,4,0,19.77,20.65,-0.84,-0.43,0,34.4,26.34,-1404372.0,17.59,21.1,24.62,33.3,0,44.88,28.07,0,100,0,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,16.7,20.1,-6.84,-26.28,41954817,11.017964,1.84,"ATR Oranı düşük (6.17%) | Gelişmiş TOBO formasyonu | ATR STOP: 16.7, TP: 20.1 | 1H:%-6.84 | 1A:%-26.28",3,9.24,0,0,1,0,0,-44.88,-28.07,-1404372.0,0,-34.02,484691187.72,31870212.43,True,0.04,0.02,False,0.0,3.0,1.0,False,0.01,0.08,1012871107.32,AKD nötr/negatif,16.0,-18.02,47.85,15.21,0.03,2025-09-29,18.4,0.543478260869573,-14.782608695652169,15.243243243243246,18.5,15.67,0.543478260869573,1,4,0.543478260869573,-14.402173913043473,14.864864864864865,18.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ANGEN,2025-09-29,13.03,100,3,0,0,12.24,12.27,0.1,0.08,1,61.36,23.36,3740255.0,11.56,12.3,13.03,11.95,0,33.64,19.72,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,12.26,13.8,6.8,5.51,67927032,0.0,1.75,"ATR Oranı düşük (3.94%) | Gelişmiş Cup & Handle | ATR STOP: 12.26, TP: 13.8 | 1H:%6.8 | 1A:%5.51",5,5.91,1,0,1,0,0,-33.64,-19.72,3740255.0,0,-10.53,214783832.82,46417745.14,True,-0.01,0.01,False,0.0,3.0,1.0,False,0.01,0.09,981695093.4,AKD nötr/negatif,30.0,19.47,21.88,4.63,-0.0,2025-09-29,13.03,6.216423637759022,-0.9209516500383671,6.719653179190749,13.84,12.2,6.216423637759022,3,1,6.216423637759022,-11.665387567152722,16.835260115606935,13.84,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ANHYT,2025-09-29,90.3,0,0,0,0,87.52,88.01,1.89,1.67,1,58.79,25.89,-694311.0,77.88,86.58,95.29,20.1,0,27.18,14.71,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,85.25,95.35,0.33,1.52,109307748,8.423508,3.84,"ATR Oranı düşük (3.73%) | Gelişmiş Cup & Handle | ATR STOP: 85.25, TP: 95.35 | 1H:%0.33 | 1A:%1.52",3,5.59,0,0,1,0,0,-27.18,-14.71,-694311.0,0,-12.86,136868986.13,142054927.29,True,-0.32,-0.06,False,-5.0,2.0,-2.0,True,0.01,0.07,5993057887.5,AKD/Taban veto,-79.0,-91.86,2.28,0.96,-0.24,2025-09-29,90.3,1.6611295681063125,0.7751937984496156,0.8714596949891037,91.8,87.8,1.6611295681063125,1,4,7.6411960132890435,7.364341085271324,0.257201646090535,97.2,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ARASE,2025-09-29,54.45,-50,0,4,0,56.05,56.26,0.32,0.51,0,43.55,16.66,-473278.0,52.26,55.95,59.63,13.17,1,46.89,8.34,0,0,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,51.36,57.54,-6.68,-2.68,28777189,24.41704,0.79,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.78%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 51.36, TP: 57.54 | 1H:%-6.68 | 1A:%-2.68",2,5.67,0,0,1,0,0,-46.89,-8.34,-473278.0,0,-34.93,1404551817.5,30425088.57,True,0.45,0.19,True,4.0,3.0,4.0,False,0.01,0.02,2547415650.15,AKD pozitif (1g norm),62.0,27.07,55.14,46.16,0.37,2025-09-29,54.45,3.0303030303030276,-2.387511478420577,5.25846702317291,56.1,52.85,3.0303030303030276,1,3,3.0303030303030276,-4.4077134986226,7.219251336898404,56.1,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ARDYZ,2025-09-29,25.68,-50,0,4,0,27.02,27.26,-0.5,-0.46,0,36.24,16.24,-2469739.0,24.94,26.84,28.74,14.17,0,6.2,39.49,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,24.17,27.19,-7.82,-7.02,94349365,9.441176,1.26,"ATR Oranı düşük (3.91%) | Gelişmiş Cup & Handle | ATR STOP: 24.17, TP: 27.19 | 1H:%-7.82 | 1A:%-7.02",2,5.88,0,0,1,0,0,-6.2,-39.49,-2469739.0,0,-2.55,622584180.91,121229277.71,True,-0.04,-0.05,False,0.0,3.0,1.0,False,0.01,0.1,3601714519.2,AKD nötr/negatif,14.0,11.45,17.29,5.14,-0.04,2025-09-29,25.68,5.373831775700931,5.373831775700931,0.0,27.06,25.28,5.373831775700931,5,4,5.373831775700931,-2.881619937694698,7.834441980783435,27.06,24.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ARENA,2025-09-29,30.8,-50,0,4,0,32.32,32.83,-0.69,-0.65,0,36.49,16.92,-911256.0,30.21,32.39,34.57,13.47,0,23.1,41.67,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,28.84,32.76,-6.33,-10.1,47277791,0.0,1.09,"ATR Oranı düşük (4.23%) | Gelişmiş Cup & Handle | ATR STOP: 28.84, TP: 32.76 | 1H:%-6.33 | 1A:%-10.1",2,6.36,0,0,1,0,0,-23.1,-41.67,-911256.0,0,-18.39,45392868.06,48610665.14,True,0.0,0.02,False,0.0,2.0,1.0,False,0.01,0.06,1718856697.04,AKD nötr/negatif,11.0,-7.39,2.64,0.93,0.01,2025-09-29,30.8,1.0389610389610398,0.25974025974025416,0.7712082262210861,31.12,30.04,1.0389610389610398,2,4,1.0389610389610398,-4.870129870129871,5.848329048843189,31.12,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ARMGD,2025-09-29,34.24,100,3,0,0,33.23,33.82,0.09,-0.04,1,53.55,13.41,2324456.0,31.55,33.41,35.27,11.15,0,14.29,14.44,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,32.92,35.56,-0.29,1.0,103539780,15.285715,1.79,"ATR Oranı düşük (2.57%) | ATR STOP: 32.92, TP: 35.56 | 1H:%-0.29 | 1A:%1.0",1,3.86,1,0,0,0,0,-14.29,-14.44,2324456.0,0,-6.32,1238334815.99,140280333.86,True,-0.11,-0.02,False,-4.0,3.0,-1.0,False,0.02,0.15,1542470298.0,AKD nötr/negatif,-20.0,-26.32,80.28,8.83,-0.08,2025-09-29,34.24,1.6355140186915746,0.23364485981307911,1.3793103448275774,34.8,34.2,1.6355140186915746,1,4,8.177570093457936,8.177570093457936,0.0,37.04,33.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ARSAN,2025-09-29,2.91,50,4,0,0,2.89,2.9,0.06,0.05,1,52.45,30.95,-19020312.0,2.6,2.87,3.13,18.25,1,37.34,9.06,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,2.71,3.11,-5.52,-0.34,66033394,0.0,0.56,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.6%) | ATR STOP: 2.71, TP: 3.11 | 1H:%-5.52 | 1A:%-0.34",3,6.87,2,0,0,0,0,-37.34,-9.06,-19020312.0,0,-26.19,2132171820.1,54849276.14,True,0.03,-0.01,False,0.0,3.0,1.0,False,0.01,0.1,1920964085.46,AKD nötr/negatif,22.0,-4.19,110.99,38.87,0.02,2025-09-29,2.91,0.34364261168384147,-3.0927835051546495,3.424657534246579,2.92,2.75,0.34364261168384147,2,4,0.34364261168384147,-4.467353951890045,4.79452054794521,2.92,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ARTMS,2025-09-29,35.9,-50,0,4,1,35.22,36.36,0.46,0.63,0,49.32,26.26,-795704.0,34.39,36.63,38.86,12.22,1,38.72,35.49,0,100,0,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,33.21,38.59,-0.39,5.59,69502600,46.025646,1.23,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.0%) | Gelişmiş TOBO formasyonu | Gelişmiş Elmas | ATR STOP: 33.21, TP: 38.59 | 1H:%-0.39 | 1A:%5.59",4,7.49,0,0,1,0,0,-38.72,-35.49,-795704.0,0,-24.65,479781902.48,48161120.14,True,0.02,0.0,False,0.0,3.0,1.0,False,0.01,0.15,751177673.28,AKD nötr/negatif,14.0,-10.65,63.87,9.96,0.02,2025-09-29,35.9,17.827298050139273,17.827298050139273,0.0,42.3,35.62,17.827298050139273,5,1,43.45403899721449,42.061281337047355,0.9708737864077669,51.5,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
ASGYO,2025-09-29,13.29,-50,0,4,0,13.42,13.31,0.35,0.37,0,52.12,18.58,-3836795.0,12.3,13.28,14.26,14.73,1,32.24,5.54,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,12.52,14.06,-2.14,6.66,136884878,0.0,0.53,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.86%) | Gelişmiş Cup & Handle | ATR STOP: 12.52, TP: 14.06 | 1H:%-2.14 | 1A:%6.66",1,5.79,0,0,1,0,0,-32.24,-5.54,-3836795.0,0,-26.43,931311005.48,124017378.57,True,0.09,0.03,True,2.0,3.0,2.0,False,0.01,0.13,2123440192.5,AKD pozitif (1g norm),45.0,18.57,43.86,7.51,0.07,2025-09-29,13.29,-1.1286681715575515,-9.631301730624525,8.599695585996962,13.14,11.52,-1.1286681715575515,1,4,-1.1286681715575515,-15.124153498871332,14.155251141552519,13.14,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ASUZU,2025-09-29,57.05,-50,0,4,0,60.54,60.48,-0.88,-0.64,0,34.72,23.17,-669220.0,57.27,60.33,63.4,10.17,0,11.86,16.6,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,54.26,59.84,-6.17,-11.0,50777743,82.68116,1.16,"ATR Oranı düşük (3.26%) | Gelişmiş Cup & Handle | ATR STOP: 54.26, TP: 59.84 | 1H:%-6.17 | 1A:%-11.0",1,4.89,0,0,1,0,0,-11.86,-16.6,-669220.0,0,-5.88,77110745.1,48753721.0,True,0.12,0.04,True,3.0,3.0,3.0,False,0.01,0.06,2270011677.75,AKD pozitif (1g norm),48.0,42.12,3.4,1.58,0.09,2025-09-29,57.05,5.170902716914992,0.61349693251534,4.333333333333336,60.0,56.8,5.170902716914992,2,4,5.170902716914992,-5.521472392638035,10.16666666666667,60.0,52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ATATP,2025-09-29,171.9,50,4,0,0,154.66,149.05,13.01,11.35,1,73.98,56.97,2739385.0,116.38,146.32,176.27,40.92,1,131.98,0.0,100,0,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,158.49,185.31,7.98,35.78,248982863,12.492732,5.08,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (5.2%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 158.49, TP: 185.31 | 1H:%7.98 | 1A:%35.78 | Volume Delta pozitif",10,7.8,2,1,1,1,0,-131.98,-0.0,2739385.0,5,-80.08,1119561487.8,220740075.57,True,0.16,0.04,True,4.0,3.0,4.0,False,0.02,0.16,2882495778.9,AKD pozitif (1g norm),65.0,-15.08,38.84,5.07,0.12,2025-09-29,171.9,3.025014543339144,-21.34962187318209,23.65894974590627,177.1,135.0,3.025014543339144,1,4,3.025014543339144,-25.247236765561375,27.442123094297006,177.1,126.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AVOD,2025-09-29,5.66,50,4,0,0,4.61,4.38,0.39,0.24,1,74.73,37.87,87772298.0,3.13,4.23,5.33,52.0,1,145.02,0.0,100,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,5.09,6.23,26.34,61.25,198303284,0.0,1.38,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (6.75%) | ATR STOP: 5.09, TP: 6.23 | 1H:%26.34 | 1A:%61.25 | Volume Delta pozitif",9,10.07,2,1,0,0,0,-145.02,-0.0,87772298.0,0,-101.09,297403994.5,171368243.29,True,0.05,0.0,False,0.0,3.0,1.0,False,0.03,0.43,1127346921.0,AKD nötr/negatif,19.0,-82.09,26.38,1.74,0.03,2025-09-29,5.66,-6.890459363957607,-21.554770318021195,15.749525616698278,5.27,4.44,-6.890459363957607,1,5,-6.890459363957607,-29.50530035335689,24.28842504743832,5.27,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AVPGY,2025-09-29,62.95,0,0,0,0,64.14,63.89,0.16,0.07,1,46.43,16.1,-665871.0,59.79,63.33,66.87,11.18,1,54.45,8.1,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,60.26,65.64,-3.45,-2.02,68418881,0.0,0.68,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (2.85%) | ATR STOP: 60.26, TP: 65.64 | 1H:%-3.45 | 1A:%-2.02",0,4.27,0,0,0,0,0,-54.45,-8.1,-665871.0,0,-50.74,2353109313.58,78972121.14,True,0.05,0.01,True,0.0,3.0,1.0,False,0.0,0.03,5899515480.0,AKD pozitif (1g norm),34.0,-16.74,39.89,29.8,0.04,2025-09-29,62.95,-4.05083399523432,-4.05083399523432,0.0,60.4,59.75,-4.05083399523432,5,4,0.8737092930897493,-9.690230341540907,10.472440944881887,63.5,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AYDEM,2025-09-29,19.18,0,0,0,0,19.06,19.14,0.13,0.02,1,51.2,18.81,-2749691.0,17.35,18.81,20.26,15.46,0,22.24,26.51,0,100,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,18.26,20.1,-4.1,-1.99,72419539,0.0,0.41,"ATR Oranı düşük (3.19%) | ATR STOP: 18.26, TP: 20.1 | 1H:%-4.1 | 1A:%-1.99",1,4.8,0,0,0,0,0,-22.24,-26.51,-2749691.0,0,-20.21,-7307093.93,58907074.29,False,0.14,0.02,True,3.0,0.0,2.0,False,0.01,0.06,2515743989.44,AKD pozitif (1g norm),52.0,31.79,-0.29,-0.12,0.11,2025-09-29,19.18,-4.014598540145983,-4.014598540145983,0.0,18.41,17.72,-4.014598540145983,5,4,-4.014598540145983,-5.891553701772675,1.9554589896795187,18.41,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AYEN,2025-09-29,28.48,-50,0,4,0,28.76,29.36,0.35,0.65,0,44.31,32.21,-433191.0,28.29,29.72,31.15,9.61,1,30.05,9.55,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,26.73,30.23,-4.49,2.26,38692791,27.921568,0.51,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.09%) | ATR STOP: 26.73, TP: 30.23 | 1H:%-4.49 | 1A:%2.26",1,6.14,0,0,0,0,0,-30.05,-9.55,-433191.0,0,-22.15,163115988.77,25890032.14,True,-0.09,-0.02,False,-2.0,3.0,0.0,False,0.0,0.04,1446523767.72,AKD nötr/negatif,-22.0,-44.15,11.28,6.3,-0.07,2025-09-29,28.48,-0.5617977528089892,-5.196629213483147,4.661016949152543,28.32,26.94,-0.5617977528089892,1,4,-0.5617977528089892,-8.707865168539328,8.192090395480227,28.32,25.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AYGAZ,2025-09-29,182.4,50,4,0,0,180.29,177.18,6.11,5.85,1,59.93,31.47,463453.0,155.28,174.72,194.17,22.25,1,50.87,4.05,0,0,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,173.69,191.11,-2.72,8.57,92049943,14.545454,0.69,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.19%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 173.69, TP: 191.11 | 1H:%-2.72 | 1A:%8.57",6,4.78,2,0,1,0,0,-50.87,-4.05,463453.0,0,-21.24,2570877440.01,89740715.57,True,0.27,0.08,True,4.0,3.0,4.0,False,0.0,0.02,9980541496.0,AKD pozitif (1g norm),76.0,54.76,25.76,28.65,0.21,2025-09-29,182.4,2.357456140350868,1.4802631578947305,0.8569898232458459,186.7,185.1,2.357456140350868,3,5,3.289473684210526,2.0833333333333237,1.167728237791941,188.4,178.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AZTEK,2025-09-29,52.6,50,4,0,0,56.84,51.12,3.29,2.69,1,56.07,35.03,-3061428.0,36.03,49.09,62.14,53.19,1,46.93,14.89,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,47.36,57.84,-14.89,19.17,171897559,31.878788,2.54,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.64%) | ATR STOP: 47.36, TP: 57.84 | 1H:%-14.89 | 1A:%19.17",3,9.96,2,0,0,0,0,-46.93,-14.89,-3061428.0,0,-34.69,-722249139.35,236719341.29,False,-0.14,-0.04,False,-4.0,-3.0,-4.0,True,0.07,0.43,1536570690.3,AKD/Taban veto,-107.0,-141.69,-47.0,-3.05,-0.11,2025-09-29,52.6,2.566539923954375,-3.9923954372623602,6.394810009267846,53.95,49.98,2.566539923954375,1,4,6.653992395437262,1.0456273764258501,5.25846702317291,56.1,48.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BAGFS,2025-09-29,33.2,-50,0,4,0,35.66,35.98,-0.55,-0.17,0,37.4,15.86,-1322167.0,33.56,36.28,39.0,15.0,1,87.04,16.79,0,0,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,1,0,0,30.82,35.58,-7.68,-13.04,61858884,0.0,0.68,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.77%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 30.82, TP: 35.58 | 1H:%-7.68 | 1A:%-13.04 | Confirmed SELL (alphaTrend teyidi)",1,7.17,0,0,1,0,0,-87.04,-16.79,-1322167.0,0,-81.84,949780117.26,63123587.0,True,-0.39,-0.05,False,-5.0,3.0,-2.0,True,0.01,0.07,3070326605.8,AKD/Taban veto,-88.0,-169.84,30.93,15.05,-0.29,2025-09-29,33.2,4.759036144578308,4.759036144578308,0.0,34.78,31.62,4.759036144578308,5,2,4.759036144578308,-6.566265060240974,10.810810810810816,34.78,30.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BAHKM,2025-09-29,50.05,-50,0,4,0,56.08,54.23,-1.34,-1.11,0,40.1,15.95,-1289983.0,48.67,54.53,60.39,21.49,1,24.94,24.4,0,100,0,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,44.97,55.13,-6.19,-11.1,70419051,0.0,2.16,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.77%) | Gelişmiş TOBO formasyonu | ATR STOP: 44.97, TP: 55.13 | 1H:%-6.19 | 1A:%-11.1",3,10.15,0,0,1,0,0,-24.94,-24.4,-1289983.0,0,-13.2,96157451.9,76888089.14,True,-0.02,-0.01,False,0.0,3.0,1.0,False,0.03,0.32,910066143.8,AKD nötr/negatif,16.0,2.8,10.57,1.25,-0.02,2025-09-29,50.05,1.6983016983017012,1.6983016983017012,0.0,50.9,49.92,1.6983016983017012,5,3,15.984015984015985,11.588411588411597,3.789836347975876,58.05,49.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BAKAB,2025-09-29,38.9,0,0,0,0,38.43,39.48,0.3,0.25,1,47.75,21.09,-126451.0,35.44,38.87,42.3,17.65,1,42.49,11.83,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,36.28,41.52,-3.95,-1.52,17026017,0.0,1.08,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.48%) | ATR STOP: 36.28, TP: 41.52 | 1H:%-3.95 | 1A:%-1.52",0,6.74,0,0,0,0,0,-42.49,-11.83,-126451.0,0,-38.72,183915517.72,21811306.86,True,-0.04,-0.03,False,0.0,3.0,1.0,False,0.01,0.06,512736931.3,AKD nötr/negatif,22.0,-16.72,35.87,8.43,-0.04,2025-09-29,38.9,-0.15424164524420353,-1.2853470437017995,1.1328527291452235,38.84,37.92,-0.15424164524420353,3,4,-0.15424164524420353,-7.455012853470433,7.312049433573644,38.84,35.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BALSU,2025-09-29,23.86,0,0,0,0,24.03,24.06,-0.05,-0.09,1,48.63,11.76,4072948.0,21.84,23.84,25.84,16.76,1,72.9,13.68,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,22.1,25.62,-2.37,-3.48,218855246,0.0,6.21,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.92%) | ATR STOP: 22.1, TP: 25.62 | 1H:%-2.37 | 1A:%-3.48",1,7.38,0,0,0,0,0,-72.9,-13.68,4072948.0,0,-64.53,6420601103.48,206917741.43,True,-0.07,0.02,False,-2.0,3.0,0.0,False,0.01,0.07,6100872459.36,AKD nötr/negatif,12.0,-52.53,105.24,31.03,-0.04,2025-09-29,23.86,-0.7544006705783727,-6.873428331936298,6.165540540540544,23.68,21.54,-0.7544006705783727,1,4,-0.7544006705783727,-13.998323554065381,13.344594594594595,23.68,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
BANVT,2025-09-29,185.3,-50,0,4,0,196.16,198.09,-3.94,-3.22,0,33.68,14.19,-325726.0,186.3,196.72,207.14,10.59,0,7.48,53.67,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,175.36,195.24,-5.94,-13.81,66474205,25.14247,1.63,"ATR Oranı düşük (3.58%) | Gelişmiş Cup & Handle | ATR STOP: 175.36, TP: 195.24 | 1H:%-5.94 | 1A:%-13.81",2,5.36,0,0,1,0,0,-7.48,-53.67,-325726.0,0,-4.32,-274120447.11,63286638.71,False,0.13,0.03,True,3.0,-3.0,1.0,False,0.01,0.11,1692106561.6,AKD pozitif (1g norm),26.0,21.68,-16.2,-4.33,0.1,2025-09-29,185.3,0.0539665407447352,0.0539665407447352,0.0,185.4,179.1,0.0539665407447352,5,4,0.0539665407447352,-3.130059363194825,3.18230852211435,185.4,178.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
